,PassengerId,Survived
891,0.6814362108479756,0
892,0.6822001527883881,0
893,0.6829640947288006,0
894,0.6837280366692131,0
895,0.6844919786096256,1
896,0.6852559205500381,0
897,0.6860198624904508,1
898,0.6867838044308633,0
899,0.6875477463712758,1
900,0.6883116883116883,0
901,0.6890756302521008,0
902,0.6898395721925134,0
903,0.6906035141329259,1
904,0.6913674560733384,0
905,0.692131398013751,1
906,0.6928953399541635,1
907,0.693659281894576,0
908,0.6944232238349886,0
909,0.6951871657754011,0
910,0.6959511077158136,1
911,0.6967150496562261,0
912,0.6974789915966386,1
913,0.6982429335370511,1
914,0.6990068754774638,0
915,0.6997708174178763,1
916,0.7005347593582888,0
917,0.7012987012987013,1
918,0.7020626432391138,0
919,0.7028265851795263,0
920,0.7035905271199389,0
921,0.7043544690603514,0
922,0.7051184110007639,0
923,0.7058823529411765,1
924,0.706646294881589,1
925,0.7074102368220015,0
926,0.7081741787624141,0
927,0.7089381207028266,1
928,0.7097020626432391,0
929,0.7104660045836516,0
930,0.7112299465240641,0
931,0.7119938884644768,0
932,0.7127578304048893,0
933,0.7135217723453018,0
934,0.7142857142857143,1
935,0.7150496562261268,1
936,0.7158135981665393,0
937,0.7165775401069518,0
938,0.7173414820473644,0
939,0.7181054239877769,1
940,0.7188693659281895,1
941,0.719633307868602,0
942,0.7203972498090145,0
943,0.721161191749427,1
944,0.7219251336898396,1
945,0.7226890756302521,0
946,0.7234530175706646,0
947,0.7242169595110771,0
948,0.7249809014514896,0
949,0.7257448433919023,0
950,0.7265087853323148,1
951,0.7272727272727273,0
952,0.7280366692131398,0
953,0.7288006111535523,0
954,0.7295645530939648,1
955,0.7303284950343774,1
956,0.7310924369747899,1
957,0.7318563789152025,1
958,0.732620320855615,0
959,0.7333842627960275,0
960,0.73414820473644,1
961,0.7349121466768526,1
962,0.7356760886172651,0
963,0.7364400305576776,0
964,0.7372039724980901,0
965,0.7379679144385026,1
966,0.7387318563789153,0
967,0.7394957983193278,0
968,0.7402597402597403,1
969,0.7410236822001528,0
970,0.7417876241405653,1
971,0.7425515660809778,1
972,0.7433155080213903,0
